,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
414859,11227489,156410334,2017-05-30,54305127,Frédéric,Hôte discret et très accueillantAppartement propre chambre assez grande avec du rangementProximité des transports en commun bus à  mètres de la porte métro min Parfait pour visiter Manhattan à petit prixExcellente experience,1
142980,278090,102826956,2016-09-19,84162554,Ariana,Our stay with Bia was very kind and accommodating she made sure that we felt at home The room was spacious and clean I really liked that her check in and check out times were flexible We were able to leave our bags in the room while we explored the city a little longer The apartment   was within a  minute walk to Central Park which we enjoyed And there were also nice bars and restaurants within a walk-able distance Overall we really enjoyed our stay and would highly recommend Bia to our friends and other travelers,5
417207,13504999,142294458,2017-04-07,123467155,Julia,Extremely great price for a very spacious and comfortable apartment Lots of great places to eat nearby,3
592826,62925,48283934,2015-09-25,2139835,Fabio,Maya is a fantastic host extremely nice and collaborative The apartment is a wonderful example of how great interior design and cozyness can live together and the neighbourhood is the best you could ask for The Perfect Brooklyn experience,4
609139,7006695,38447221,2015-07-15,37359145,Aravind,The room was very nice and exactly as described in the listing The kitchen and bathroom were compact and very clean We loved the apartment and enjoyed sitting in the balcony and looking out on the road We were slightly skeptical about the sofa bed but it turned out to be extremely comfortable The neighborhood has a lot of street art and plenty of places to eat and drink Although the nearest subway stations are not right across the street we enjoyed the walk to and from the Morgan Ave stationVanessa and Jordan were fantastic hosts They made us feel at home right from the start There was a basket of bathroom supplies waiting for us in the room when we arrived We found a printed list of instructions for operating the AC shower etc They also gave us a written list of their favorite restaurants and bars in the neighborhood We loved their movie DVD collection all the little wall hangings and the Beatles poster Spending four days at Vanessa and Jordan's apartment was a lovely experience,4
323797,17121101,144757870,2017-04-16,117660160,Anne-Sophie,Très bien situé,5
145572,2263557,43607024,2015-08-21,23856074,Alexandra,Our overall experience was very good  The apartment was clean and a roomy comfortable size  We had some issues with the air conditioner upon arrival and it was taken care of immediately  ,4
392397,9492750,107716394,2016-10-11,10268464,Helen,There was a lot to love about Aaron and Alissa's apartment especially for two seniors like my friend and me There was only one step down to flat and the keyless entry system was easy and convenientThe apartment is lovely and spacious light and airy  It was great to be able to sleep safely with the window openThe only downside for me was the uncomfortable sofa bedWe were close to shops restaurants and public transport Subway was good but I can't recommend the buses highly enoughAaron didn't have anyone coming in on the day we were leaving so he let us stay until it was time to leave for the airportsomething we were most grateful for  Thanks again Aaron and Alissa,4
711500,320489,148759398,2017-05-01,66505977,Jessica,Good location plenty of room for  guests Nice to have fully equipped kitchen and comfy beds,5
340069,289665,13410253,2014-05-27,12637992,Emmie,"Elle was a perfect host and in the ""city that never sleeps"" we slept like a baby Everything we needed was easily accessible and the location was amazing So many restaraunts and fun bars on the same street Also lots of cool music shops that have lots of history There is no reason to look at any other listings this one is golden Cherry on top of our perfect vacation to the big apple ",5
13333,14960623,155195470,2017-05-27,122788500,Rick,I like the location of Charles's place a nice & cozy unit closed to almost everything - min walk to different subway lines included E train directly to JFK Nice restaurants & bakery nearby Room is adequate in size but may hear quite a noise at night (especially if you are light sleepers like myself) as traffic lights are right below A good collections of tea bags & coffee are nice touch in the morning A very pleasant stay ,5
510936,271083,73752001,2016-05-09,65427411,Angela,Kevin was a great host He picked us up from the airport and bought us to his place where there was fruit chips and a case a water waiting for us His apartment was cozy and comfortably accommodated our family of four and one infant comfortably He provided plenty of clean linens and towels The rental is located in a great location and we felt very safe there It's a very short walk to either Parkside Ave or Prospect Park subway We had a very nice time there Thanks Kevin,3
666865,1195198,104277500,2016-09-25,30830036,Cath,Great communication from Shannon and Dahrehn prior to booking and throughout our  day stay All messages were answered quickly We had our  young children with us and the space was easily big enough for all of us The kitchen was very well equipped and the beds comfortable shower was also great- everything in the apartment felt brand new The location was perfect close to the subway close to many great restaurants and Brooklyn Flea The street is quiet and all the neighbours were very friendly would absolutely stay their again and would highly recommend it ,3
641176,1914231,26135234,2015-02-04,12933243,Trixi,I have only been at Ferrie's place for two days It was on my way to Trinidad and Tobago and I had a stop over in NY Despite only staying for a minute I felt very welcomedFerries was easy going and very helpful and patience with my  questions ) thx a lotThe flat is on the ground floor so you have to be a bit brave but there is an alarm you can set if that makes you feel better Also I have felt very safe in the area and I walked home on my own early in da morning As a non American I felt a bit like in a Spike Lee movie in terms of flats ) Most important to me  it was very clean and I felt home  very fast I love the area and will try to come back in summer and for more than just two days Again thank you very much  it was a great experience,5
447232,199693,18941954,2014-09-03,10146435,Amith,It's a beautiful house located in the beautiful part of Brooklyn A very clean house with beautiful furniture and a lot of good books it's close to the subway which provided for easy access to the city lot of good places around Kate and Tom were awesome hosts and left a hearty welcome note for us they agreed for our last min request of having to accommodate another friend without thinking twice about it they didn't hurry us to check out and allowed us to take our own sweet time to move out of the housethe house is spacious a lot of room for everything under the sun and us owned by  awesome people I would strongly suggest this house for all travelers,5
221413,3758686,187755188,2017-08-27,79909273,Dj,Amazing OD thought of everything The home was fully stocked and even had fresh towels which we forgot to pack I definitely would recommend,5
415524,4282178,91249962,2016-08-04,87421150,Jean,Nice place exactly as pictured Would recommend for anyone trying to travel to NYC,5
794273,13005664,77115478,2016-05-30,39965661,Madiha,Beautiful apartment with excellent location We had a great time would highly recommend his apartment Rami was very attentive and responded quickly ,4
12697,1771965,30120028,2015-04-18,23214404,Karine,Nous avons séjourné une semaine en avril et avons apprécié la localisation de l'appartement très pratique par rapport au métroSophie nous a fourni des informations afin de profiter au mieux de New york,1
129880,14080022,90191527,2016-07-31,16758267,Erin,This was a perfect apartment for our family of  It's in an unbelievable location and very very large by NYC standards We stayed with our  little boys and they loved the bunk beds and great children's books The host was very kind and easy to work with We would stay here again anytime,4
623687,14301951,106669906,2016-10-07,21377464,Robert,It's clear room with sunshine Abe and his wife always give us warm hospitality,5
326380,12655523,101294063,2016-09-12,93548389,Ryan,Very happy with my overall experience here  Comfortable and clean environment Host was very accommodating and inviting made my stay here extremely positive No complaints at all Very happy with my experience staying here,5
550306,645075,65952409,2016-03-18,56129240,Shimi,Brian was so nice and welcoming He provided a lot of useful information The location is great,3
281726,7664789,156693051,2017-05-31,111293458,Elizabeth,Good for an overnight Maryann even helped with parking,5
606879,1073635,4846556,2013-05-28,6310606,Christin,Beautiful apartment everything was clean comfortable and new Great location and in walking distance of a number of coffee shops stores and markets Highly recommended ,4
318268,14183466,197043352,2017-09-24,15346126,Laura,Location Location Location Great apartment with cable TV and AC Subway only  blocks away (about min walk) Felt very safe in Hell's Kitchen nice neighbourhood with bakery's and restaurants Carlos helped me out when I had to fly to NYC one night earlier than booked and was very easy to communicate with It was a pleasure to meet him As he said to me when I arrived my home is your home I can only say that this is true,4
707242,11707920,169764564,2017-07-13,139648633,Katia Sofia,The subways is pretty close to the house (three blocks) the trip to Manhattan (st) from Kensington takes like  minutes There are plenty of stores with cheap food around Chadanut is polite and always responds fast The room was exactly as in the pictures ,5
428447,1131804,17092452,2014-08-07,5822283,Beatriz,Recomendamos en un  % el apartamento  En primer lugar encontramos el apartamento impecablemente limpio con todos los artefactos y utensilios de cocina y en general que se requieren para habitar El apartamento es tal cual se muestra en las fotos muy acogedor con una decoracion muy linda Es perfecto para pasar unas vacaciones El dormitorio principal muy espacioso con una cama matrimonial súper cómoda con sábanas y almohadas frescas closets amplio El segundo dormitorio más pequeño pero con todo lo necesario La localidad es perfecta la urbanización muy segura y tranquila y con metro  y bus cercanos  tienes cerca automercado farmacias y restaurantes El apartamento es perfecto     Y por último no podemos dejar de agradecer la hospitalidad y todas las atenciones de Tim y Philips son personas muy encantadores y están pendientes de sus huéspedes nos hicieron sentir como de su familia   Estamos muy agradecidos con ellos y los esperamos en nuestro país,1
150588,18373404,150690832,2017-05-08,59060227,Muriel,The location was amazing we drove a lot due to the reason for our trip but if not for that we could pretty much walk to EVERYTHING If not walking the train and bus are less than mins away Allison was an amazing host We had  toddlers and she left a few children's books in the apartment which they absolutely loved The apartment was recently renovated so everything was brand new We will definitely stay at her property for every trip we make We just hope it will be available ,4
617599,6914387,114096111,2016-11-15,6237517,Francesco,Un ottimo alloggio per passare un po' di tempo a NY un loft grande ed accogliente arredato con gusto Lena è gentilissima  insomma lo consiglio a tutti,5
234453,5031569,75338825,2016-05-20,7725995,Drew,Never visiting NYC again without booking Sanae's Brooklyn oasis  The location is walking distance from everything you could want or need and the spot is truly special in a myriad of ways  I hope from now on that every Airbnb spoils me with collections of books art records plants and cacti to keep me company  And checking in and out was a breezeA big thank you to Sanae's work schedule for keeping her on the road  Guests you should want to stay here      ,5
91550,20030871,193702102,2017-09-14,23618303,Céline,Great location great host everything was very easy The room has its own quite balcony with a great view and sunshine all afternoon the appartements os very very clean and there is a huge rooftop too with hamac sun and barbecue The host is very sweet and makes everything very easy and the bed is very confortable About the neighborhood it's the best neighborhood of New York  more quiet than Manhattan but one stop from Manhattan less than  and minutes by walking from JM Z train or L train Plus many things are happening in the neighborhood for locals or for some tourists too You have a great park to go for running or just for having fun and you can go see the river by  minutes walking It was an amazing stay thank you,3
310738,502429,159630611,2017-06-11,6025475,Billie,Beautiful home perfect location -- and very organized host ,2
288634,15066701,185426385,2017-08-21,12082895,Kathleen,Six of us were in town for a family wedding This apartment was close to all the activities (prospect park hair salon museum bars) via Uber and walking It was very clean and decorated nicely with exposed brick and lots of light The kitchen and  family room were comfortable and great for family socializing The smallest third bedroom was a little warm but a floor fan moved the air well Chris was Available when needed and left lots of local suggestions and information Brooklyn is a great destination,3
262995,14024900,159032446,2017-06-09,106313319,Gustavo,Muy buen departamento cómodo limpio a dos cuadras del time square sin ruidos no vecinos molestos Vesna muy atenta siempre que la necesitamos ,1
266495,16162368,134855818,2017-03-01,29707277,Felipe,I had a great time and the hosting was perfect I had no problems,3
79006,13997415,167002474,2017-07-05,54450911,Philippe,Séjour en famille avec  enfantsAppartement vaste et fonctionnel à deux pas du métro Une belle adresse avec commerces à proximitéIdéal pour un séjour en famille,1
703666,16200921,140565993,2017-03-30,15974392,Stéphanie,The host canceled this reservation  days before arrival This is an automated posting,2
676157,14069103,131891795,2017-02-14,103904452,Hannah,Very convenient location Having the subway map as well as a book that listed things to do and restaurants near by was very helpful She responded to messages very quickly and was helpful Location was quiet and the place was very clean ,5
517743,557018,48539367,2015-09-27,40719485,Laure,l appartement est conforme à la photoil est très bien situé une station de métro à  mn à pied de l appartementle quartier est très agréable et beaucoup de restos et magasins à proximité ,1
303749,4244479,31250356,2015-05-03,12842422,Marie,Sabrina was a perfect host and the room and ambiance was just perfect Amazing views and location Will definitely stay again when in New York,5
243562,13486885,103634644,2016-09-23,42656124,Lara,Wir hatten eine wunderbare Zeit Das Zimmer hatte für uns eine sehr gute Lage um von dort aus die Stadt zu erkunden Aleks war ein super Host und stand uns jederzeit für Fragen zur Verfügung Das Zimmer war sauber und man hatte gute Einkaufsmöglichkeiten in der Nähe,2
78383,1069266,172328050,2017-07-20,69089272,Peter,This is a can't miss property- extra large for Midtown East Michael is a fantastic host- highly responsive and very helpful  I highly recommend this rental,2
271839,1294421,25202208,2015-01-09,18373140,Tilman,Hey Elissa thank you for letting us stay in your beautiful house and all your help and insider tips We had a great time discovering Williamsburg Brooklyn and bushwig Going by train to Manhattan was fast and easy Say hello to your cat I think she had a crush on us,3
327032,18590,111925890,2016-11-02,397988,Barbara And Eddie,Blaize and Ben were perfect hosts making us welcome in their charming and very spacious home  They made the whole house available were generous with assistance and local knowledge but also allowed us space and privacy  Having a private bathroom and access to the loft living space gave us a home-away-from-home feeling  The location of their apartment is very convenient to shops and the subway and the neighbourhood was relaxed and friendly  We also enjoyed our conversations with them about American lifestyle  Thanks boys for your kindness and hospitality,5
235069,9424118,155709963,2017-05-28,64061953,Jithin,Nice stay with my friends,5
796995,1782437,158612706,2017-06-07,60271618,Jeff,We had a great time  The apartment is in a very good location and we had plenty of room for the five of us ( adults  kids)  There were no issues with the apartment during the trip,4
261898,5175054,120368296,2016-12-09,53609163,Katherine,For our first bnb experience and first visit to NYC James' apartment was perfect for our needs Really central and within walking distance of Times Square Empire State and other sites In a really nice neighbourhood It was clean comfortable (great bed) with everything we needed for a short stay James was a concencious host welcoming us warmly after our long journey and attentive throughout Highly recommended,4
746585,13614173,137780646,2017-03-17,53484568,Michael,Great find Location is fabulous next to great restaurants and bars Whole foods a few minute walk F train (tube) a few minutesgreat shops Mel was very responsiveand nothing like some space to relax after long day of touristingfussball was a hit with boys swell ,3
43581,12417189,71936588,2016-04-30,1320314,David,The apartment is great  It is a really big apartment and the room is large as well with plenty of room to spread out  The location is in a great part of Queens close to restaurants bars and the subway  Rob was very helpful and responded to all of my questions  I highly recommend staying here  ,4
143028,17025780,164770211,2017-06-29,25572398,Eunice,If you're looking for a stay away from Manhattan yet has its own charms Ray and Flan's place would be the perfect choice (it's a short mins ride to the city) I enjoyed my stay with them thoroughly and they are such a sweet pair to chat with (not forget their lovely cat)Thank you for the yoga class and your ever responsive reply to my never-ending queries Would recommend them to anyone visiting Nee York ),5
278872,8061409,168097212,2017-07-09,14238988,Kelli,Joe and Sarah are GREAT I didnt actually get to stay with them because my flight was cancelled last min I was only booked with them / through / and wasnt able to be rebooked for a flight until the / and they approved a last minute refund through airbnb  I wouldn't recommend trying to get refunded last minute unless its out of your total control because for one its rude and two airbnb is pretty tough about it  I did provide proof of flight cancellation and the fact i wasn't able to be rebooked in time to stay so they went ahead and sent it to Sarah and Joe for approval Sarah is a peach she was so helpful and understanding and texting back and forth all night with me even though she's very busy studying for the Bar I go to New York often and used to live in this neighborhood and I know the location is fabulous and very conveinent I cant wait to book with them in the future,3
532807,681805,150674424,2017-05-08,125759725,Sonya,Maria is a very accommodating and friendly host  The place is well kept and is in a convenient area  Finding parking was not a problem,2
72861,685006,54708622,2015-11-23,18159,Ville,Me an my girlfriend had a great time in Brooklyn at Matt and Haleh's apartment They were easy and pleasant to communicate with The apartment is nice and cosy Because the metro is very close and causes some noise I wouldn't recommend the flat for light sleepers It didn't bother us too much though and of course having a metro station nearby has its pros too Prospect park is very beautiful in the autumn and we enjoyed running around it ,4
181609,1750142,111616004,2016-11-01,24829431,Valerie,Nous sommes arrivés à h la femme de ménage venait d'arriver sur les lieux Nous sommes donc sortis le temps qu'elle terminePersonne n'est venu vérifier son travailA notre retour la poubelle n'avait pas été sortie Le réfrigérateur et le four n'avait pas été nettoyés La vaisselle sale des précédents occupants était encore dans le lave vaissellele soir nous avons dû faire  lits sur ,1
712783,11036071,77802354,2016-06-03,15963763,Lindsay,Lorena's place is awesome The air conditioning in the bedroom cooled down quickly at night and the shower had great water pressure and temperature The kitchen was well set up to cook in and overall the place was great Lorena made it easy for us to check in late This is a great place to stay especially with friends living in the neighborhood ,3
220758,17684354,194853830,2017-09-17,141449582,Kaho,Christopher was an affable and very considerate host The room was very clean and cozy as well His adorable dog Bash made the stay even better Overall it was a great stay,2
582240,987049,63886251,2016-02-28,28148382,Aletta,Because we had some changes in our travel schedule we could not pick-up up the keys as agreed  Kristin was very flexible and made arrangements so that we stil could enter the appartement Very much appreciated  The appartement is basic but very nice and ideally located Close to the Subway to uptown as well as down town and within walking distance from Central Park Beds were of good quality Nice nabourhood,5
453680,10388512,177102910,2017-08-01,61838240,Kia,The host was great waiting outside for my arrival Close to the airport cozy room,2
744498,12763721,182857235,2017-08-15,76620376,Noelle,Where do I begin at first I was very skeptical rooming in Brooklyn with just me and my son but I couldn't ask for a better experience Ranny is amazing and makes you feel comfortable in his home When we first arrived he took us on a tour of the city and showed us some beautiful sights The house was clean and cozy and in the middle of everything the subway is about  minute walk and Ranny can give you perfect directions to anywhere you need to go I would definitely recommend staying here for anyone that wants to enjoy the full experience of New York ( stars) ,5
152224,6705598,77896901,2016-06-04,57593647,Nick,Fantastic Apartment unbelievable location Thanks to Ben a great host,2
554385,3181346,154207946,2017-05-23,112819839,Mary,We really enjoyed our stay in Bed-Stuy with Duane and Doreen who were perfect hosts - only there when we needed them and leaving us to our own devices during our stay As pictured the apartment had lovely tree top views and was very light Great proximity to subway restaurants and bodegas for supplies Thanks Duane and Doreen,4
189361,6043315,68858241,2016-04-07,65817179,Jamshid,I stayed there for  nights and had no problem Nice people Cozy room Quite neighborhood ,5
630047,9592591,177261429,2017-08-02,89876029,Paulo,The apartment is like the picture  amazing apartment with outstanding view from the terrasse  and great sunshine pictures  a daily Top of the Rock Sarah alway available to help you out with any question we simply loved it,4
164034,493177,11945061,2014-04-20,8561463,Ilona,Het contact met Gelya zowel voor als tijdens het verblijf ging vlot Duidelijke omschrijving voor het bekomen van de sleutelsGekregen info over het appartement en de omgeving klopteKlein gezellig appartement dat goed gelegen is,1
307984,5849386,182848531,2017-08-15,138205996,Vibeke,Gæstfrit hjem  Hyggelig stue  Der er hvad man lige står og har brug for Søde naboer ,5
705560,14206408,123477217,2016-12-29,49743289,Juan,Bryan was super great communicative accommodating and helpful The place was comfortable cozy very well-appointed overall dreamy charming NYC apartment Amazing location Literally steps close to everything (transportation restaurants nightlife etc) Will definitively return and highly recommend,4
682877,958594,112221961,2016-11-04,56020872,Donna,Vivian was a very warm sweet host making sure everything was in place before we checked in She was very easy to reach and very responsive with all the best recommendations for restos around the areaOn the place it was clean comfy and cozy and some days I didn't wanna leave the bed Everything was provided for and we even got the chance to cook in the kitchen The apartment is in a great neighborhood safe and in a perfectly good location a few minutes walk from the subway Some may be bothered by the noise because we're on the main road rd ave but I think it added to the NYC experience Thanks a lot Vivian and hope to come back to New York soon will definitely keep in touch ),4
674617,21220,862860,2012-01-15,1420130,Jenn,The apartment is clean spacious and cozy (we love the heated floors) and in a great central location It's close to the hustle and bustle of Williamsburg but not so close that you can hear all the noise at all hours of the night The guest house was a great home base for visiting our friends in the city and striking out North to Greenpoint and South to Prospect Heights We LOVE LOVE LOVED Pies and Thighs which is dangerously close and the donuts at check in were a nice treat Susan was also really accommodating when we asked to drop our bags off early and since the apartment was all ready to go she let us check in early as well We would definitely recommend the guest house to friends,4
183911,4379181,120937610,2016-12-12,19589884,Johannes,The neighborhood is a residential and quiet area The walk to the closest subway station is about  minutes and  mile In the apartment house we were first not able to find our room as the wrong name tag has been assigned to our room The bed sheets seemed to be fresh even though there was an unpleasant and unfolded woolen blanket on our bed We changed it to something from the closet The bathroom had seen way better days and was not cleaned when we arrived but this could be from other house guests During our stay it has been cleaned Overall you get what you pay We have been traveling manhattan all day long and used it just for sleeping It met our needs,5
602523,683024,175339015,2017-07-28,29090719,Greg,Roxanne clearly has had experience in the hotel industry with the way that she manages her AirBnB We were so pleased with our final choice for NYC and Roxanne was extremely helpful with her advice and organised approachShe is very clear with the apartment rules so that all guests can enjoy the stay It is a shared bathroom but this was no issue and always kept clean We loved the little balcony off our roomThe area is in Harlam and close to two subways and only a minute to the northern entrance to Central Park,4
484719,498859,37003226,2015-07-03,7000260,Amr,Very nice new clean and modernized furniture apartment nice location close to all kinds of transportationDimitry is a great person was very helpful kind and supportive for all our needs during our stay,4
227222,3533604,65913661,2016-03-18,49087333,Jia,Rylan is a super nice landlord He instructed me how to store vegetable and how to decode food nutrition I learnt a lot from this personal chef who also runs his own culinary company His place is in the downtown dollars away from LGA ) min walk from central Ave M line subway Safe neighborhood with many schools deli supermar strongly recommended Thanks Rylan Cool experience,5
225538,15734793,130565083,2017-02-06,79427602,Leon,Good experience ,5
219890,16309538,132861701,2017-02-19,24389920,Philippe,L'appartement parfait avec un hôte tout aussi parfaitExcellente situation dans la ville (proche de tout commerce métro à -min à pieds)Nous n'hésiterons pas à y retourner,1
678829,10105606,58696385,2016-01-03,36995589,Saadi,Our stay at Sam's apartment was great Sam was an excellent host and answered all our questions promptly The apartment was very clean and as advertised The location is great close to Central Park the Museum of Natural history the subway and many nice restaurants The building also has a doorman which was very convenient since we were able to leave our bags downstairs and continue going around the city before our evening flight ,4
327674,2283001,56271467,2015-12-11,795234,Henry,The whole experience was great Neighborhood space communication  you bet I'd stay there again,3
339230,1564553,147406705,2017-04-26,122714560,John,It is a small but nice room and as described a small shower in the kitchen The placement is perfect for downtown close to Little Italy Chinatown Nolita If you want to go other places several subway stations is close by It was perfect for me primarily to have a base and place to crash,5
751616,1034143,4624675,2013-05-16,3147099,Francesco,Nick's apartement is simply great A wonderful location that can't be beaten Everything was clean and tidy excactly as shown in the pictures Shimmy the cat is very funny and friendly too Overall I can only recommend this place I've stayed here for a whole month and had no problems at all I'm sure you all wont regret it,3
639631,1937325,161014476,2017-06-16,95453674,Jennissa,Great trip Cute place,3
108384,9956744,110381547,2016-10-25,72332865,Carolin,Our stay was perfectThe apartment is completely private with an own bathroom It was very clean and everything was as described You can reach Times Square within a short walking distance which is the perfect strarting point for sightseeing Pooran sent us very clear instructions and details how to get to her place so everything was just easy and convenientI would totally recommend this place -),5
414613,153780,41702052,2015-08-08,30620897,David,We rented Donna's apartment for four nights and were extremely happy It was very conveniently located in the east village steps from great restaurants cafes museums and shopping The apartment itself was clean comfortable and quiet and we were pleasantly surprised by the little extras Donna included like a bottle of sparkling water in the mini fridge and a set of plug adaptors in case we'd forgotten (which we did) Overall it was a great stay and we would be thrilled to stay again on our next trip Thanks Donna,4
372147,5178,122582806,2016-12-24,24406166,Jael,The location of this apartment is perfect We have privacy in our room The room has a small refrigerator microwave and some kitchen stuff The room was clean although everything including the bed was very old The only problem was the bathroom It was very disgusting seeing different types of hairs everywhere ,5
408761,1339829,53165678,2015-11-05,42721384,铭晗,Lovely house in Manhattan  Chinese big luggage makes American man almost cry  thanks a lot Adam help me to move that two big bags up to floor  I will suggest this house to my friends,5
695261,18323385,192904753,2017-09-11,36413739,Kashif,place was perfect really nice building location and amenities perfect for my short visit,5
379125,959788,149305008,2017-05-03,49776194,Luanne,Quiet room in a very cool neighborhood ,5
694409,3929317,20246470,2014-09-26,9530798,Anne,We had a great time in New York We stayed at Kristin's place for almost a week The room was spacious the bed comfortable and the rest of the apartment was very cosy The location was also pretty good in walking distance of a subway taking you to Manhattan in  minutes Kristin is a great host very friendly and easy going She gave us some (good) advice on where to go  and took us to a great bagel place Oh and she has two lovely cats ,3
119697,4261693,169454441,2017-07-12,117523833,Margaret,Great host cozy space Would visit again in a heartbeat Thank you,2
632554,3430453,66072119,2016-03-19,51904070,Eryn,Ana made us feel very welcome and was flexible within reason One thing I loved is how clean she is and encourages her guests to adhere to her standards (Little things like taking off your shoes Nothing crazy) This was golden for me because I hate germs Thanks Ana for being accessible when we had questions and understanding like when our subway delayed when we trying to meet you to pick up the key Also the location was great Just a few blocks from times square ,5
560096,11095719,95322248,2016-08-19,19267485,Jerwin,The place was great It had enough room for a family of  The neighborhood was intimidating to my family at first but after staying there for a couple of days and coming back around  or  in the morning it wasn't bad at all I felt safe the whole time If you do have a car it is difficult to find street parking towards the later part of the day as people are coming back from work so beware If you are on vacation to New York public transportation ran / and the bus stop is right down the street But other than that the property was great we enjoyed the property and I would recommend this place,3
242396,790682,125590891,2017-01-06,100772949,Karim,Everything was as expected we stay for  nights the room and the restroom was clean and comfortable The host were kind and always available if we have a question or request ,2
218441,1467238,105643280,2016-10-02,29090469,David,Kristen was a great communicator before and during our stay The apartment was just as described and worked out great for our quick trip to Brooklyn Would recommend to others,3
227410,1929321,107636258,2016-10-11,96686098,Daryoush,I absolutely recommend Erika's apartment I would definitely stay there again Erika's place is fantastic and so cute It has plenty of space and everything you could need It is  blocks from the subway and that particular line goes straight to Manhattan The same line can also get you to the JFK airport There are a few corner stores down the street that have pretty much whatever you would need Erika is great as well She gave us a list of all the best spots in the neighborhood and tips for traveling around She is very responsive and gave us advice whenever we needed it Fantastic all the way around ,4
412356,16869989,192908721,2017-09-11,7816737,Kaylene,Beautiful light and modern apartment with everything you need Greta kitchen facilities clean and light bathroom and central location Certainly going to be back,4
509128,5509980,52000544,2015-10-25,2132912,Daniel,Very peaceful clean and quiet location Our host was very accommodating and helpful Would definitely stay again,2
237540,277207,43906491,2015-08-23,18539968,Ilja,Perfect location beautiful and spacious rooms and very kind hostLooking forward to coming back soon,2
710666,4859407,85095509,2016-07-10,68496802,Kelly,Teresa was friendly very easy to reach and always responded quickly when I had a question The place was exactly as described spotless and comfortable I'd stay here again in a heartbeat,5
731534,10144140,61343047,2016-02-02,55543408,Jahn,David made us feel very welcome The home description was accurate very beautifully decorated open floor plan The neighborhood seems to be up and coming  We drove into the city and had no issues with parking,5
120629,17528071,197753206,2017-09-26,73949694,Glenda,I really enjoyed staying at here  It was conveniently located to the subway which gave me the ability to get around the cityThe hospitality was outstanding  I loved the free breakfast and I was given tips on where to go and how to navigate the cityThis was one of my favorite Airbnb spots thus far,5
476587,2310445,185472450,2017-08-21,22073495,Christian,The stay was very comfortable especially the really big and comfy The appartment is really cute and the location is perfect to explore Manhattan Amy was a great host Check-In and  -Out was very easy and she was always easy to reach We enjoyed it a lot,5
227659,15547397,122164500,2016-12-21,12324298,Benier,Al is a terrific host Allen's place is PERFECT for the world weary traveler Its a lot like an intimate hostel with International types coming and going Best way to stay in NYC and not spend all your money on a very very expensive hotel in perhaps the worlds most expensive city  Have fun and enjoy Allen's BnB ,5
694938,1865336,64138648,2016-02-29,32270741,Sven,JD & Stephanie waren hervorragende Gastgeber Sie hatten zahlreiche Tips für Restaurants Bars oder Dinge die man in Wilhelmsburg gesehen haben muss Ein ruhiger und scheinbar sicherer Stadtteil der dennoch zahlreiche Möglichkeiten für Unternehmungen bietet Das Zimmer war sauber wie man es erwartet die Lage ist ideal für Trips nach Manhattan Die nächste Metro-Station ist etwa  Minuten zu Fuß entfernt und bringt einen in wenigen Stationen nach Manhattan Von mir gibt es eine uneingeschränkte Empfehlung die perfekte Unterkunft für unser Wochenende in New York,5
281161,142069,2177394,2012-09-03,2683901,Ben,Great location in a great neighborhood We ve spent a weekk there and really enjoyed it The room is really all you need especially because there is so much to do in this city There are many bars and restaurant all around for late drinks or nice dinnerI would definitely call again whenever around,3
126216,20663936,193463314,2017-09-13,149542379,Mauricio,Nice place Central Near Public Transport Safe,5
448729,41959,167087979,2017-07-05,49318384,Vn,The apartment is located on the fifth floor with front window views allowing for good light Close to subway and buses Nice to stay in harlem side visit central park and museums Easy to get to Columbia University Apartment could do with small things such as new linens fluffier pillows and a thorough dusting The apartment is full of cozy character,4
115829,5704948,64833512,2016-03-08,54613052,晓凡,I have a wonderful trip in the Jayson's home He is a very good guy and I hope everyone will also have a wonderful experience in his home,5
351084,19068598,174066868,2017-07-24,34111462,Mickye,Great location and Chuck was attentive and responsive  The place is New YorkSmall and furnishings a bit old but functional Overall good and I'd stay here again,3
67282,1843674,147791293,2017-04-28,125581230,Lucia,Mick's place has everything we neededeven dryer and washing maschineall working and quite newConnection to Manhattan is finewith subway Mick gave us privacy and everything worked very wellI recommend this place,5
536256,14800184,133085125,2017-02-20,21736820,Jorge,Carlos was an amazing host He was very nice and recommended some great places Check-in was easy The room was in perfect condition just like the pictures display it It was clean and very cozy The apartment was close to the J subway so we were able to go to Manhattan very easily,4
603568,12782370,102213312,2016-09-17,23828023,John,George was good with timely responses to questions and kept us informed when he dad a cleaning lady problem The accommodation was in a great location within walking / public transport easy access to everything A couple of things that were not so great was the very small bathroom and the second bedroom had an uncomfortable bed with little space The air was a bit musty so we neede to add some air freshener It was value for money but I wouldn't say it was luxury accomodation but convenient and function,3
69382,9441532,54690622,2015-11-22,11770803,Matthew,Kevin was a great host  From the beginning he was a great communicator and made getting the keys and finding the place very easy  The location was greatright in the middle of everything but quiet too  Everything that I needed was right there and the place was clean and looked just like it did in the ad I will be staying here again soon I hope,3
494263,497219,1557672,2012-06-25,101526,Sharon,Nicely decorated clean and the location is great I highly recommend staying at David's Apt  ,3
599133,15818196,173066059,2017-07-22,45043910,Colin,The apartment was lovely and spacious and suited us perfectly as Australians who love to escape from the cold for our summer holidays The location was terrific as it was close to cafes and the metro,4
